payment_id,utr,reason,confidence,bank_amount,bank_amount_total,expected_net,lag_days,ledger_confirmed,num_bank_rows,settlement_amount
pay_00096,UTR1367879635096,exact_match,100,42345.41,,,,True,,42345.41
pay_00097,UTR4835122457097,exact_match,100,16349.04,,,,True,,16349.04
pay_00098,UTR6098217330098,exact_match,100,46818.42,,,,True,,46818.42
pay_00099,UTR6079053413099,exact_match,100,65304.77,,,,True,,65304.77
pay_00100,UTR5817004464100,exact_match,100,24666.53,,,,True,,24666.53
pay_00101,UTR1426460350101,exact_match,100,16559.89,,,,True,,16559.89
pay_00102,UTR7721441525102,exact_match,100,22955.74,,,,True,,22955.74
pay_00103,UTR0800985574103,exact_match,100,50269.59,,,,True,,50269.59
pay_00104,UTR9194634144104,exact_match,100,9080.42,,,,True,,9080.42
pay_00105,UTR7270651739105,exact_match,100,6359.21,,,,True,,6359.21
pay_00106,UTR2116761747106,exact_match,100,48585.5,,,,True,,48585.5
pay_00107,UTR6869393446107,exact_match,100,57110.85,,,,True,,57110.85
pay_00108,UTR0534080886108,exact_match,100,59826.56,,,,True,,59826.56
pay_00109,UTR5970951659109,exact_match,100,38276.55,,,,True,,38276.55
pay_00110,UTR8375124451110,exact_match,100,34063.97,,,,True,,34063.97
pay_00111,UTR3760633532111,exact_match,100,28277.47,,,,True,,28277.47
pay_00112,UTR8351396359112,exact_match,100,63941.69,,,,True,,63941.69
pay_00113,UTR6317999065113,exact_match,100,23563.85,,,,True,,23563.85
pay_00114,UTR1294210817114,exact_match,100,1858.18,,,,True,,1858.18
pay_00115,UTR0371318781115,exact_match,100,62716.43,,,,True,,62716.43
pay_00116,UTR3796772297116,exact_match,100,33106.67,,,,True,,33106.67
pay_00117,UTR3994235988117,exact_match,100,67846.09,,,,True,,67846.09
pay_00118,UTR0439751014118,exact_match,100,10810.69,,,,True,,10810.69
pay_00119,UTR0988943330119,exact_match,100,38744.78,,,,True,,38744.78
pay_00120,UTR9867128617120,exact_match,100,17228.14,,,,True,,17228.14
pay_00121,UTR9021964721121,exact_match,100,33920.81,,,,True,,33920.81
pay_00122,UTR7419505214122,exact_match,100,18263.74,,,,True,,18263.74
pay_00123,UTR5165395750123,exact_match,100,46303.31,,,,True,,46303.31
pay_00124,UTR6920737677124,exact_match,100,65563.19,,,,True,,65563.19
pay_00125,UTR3368694117125,exact_match,100,25272.64,,,,True,,25272.64
pay_00126,UTR2010959527126,exact_match,100,70798.58,,,,True,,70798.58
pay_00127,UTR8062744493127,exact_match,100,14737.21,,,,True,,14737.21
pay_00128,UTR4958706853128,exact_match,100,14417.88,,,,True,,14417.88
pay_00129,UTR2471447964129,exact_match,100,6465.13,,,,True,,6465.13
pay_00130,UTR9063869167130,exact_match,100,48140.46,,,,True,,48140.46
pay_00131,UTR2639014340131,exact_match,100,3092.52,,,,True,,3092.52
pay_00132,UTR3621743522132,exact_match,100,10758.29,,,,True,,10758.29
pay_00133,UTR2941848406133,exact_match,100,33747.35,,,,True,,33747.35
pay_00134,UTR6752217713134,exact_match,100,63491.33,,,,True,,63491.33
pay_00135,UTR7243549180135,exact_match,100,17206.0,,,,True,,17206.0
pay_00136,UTR7578096463136,exact_match,100,30162.92,,,,True,,30162.92
pay_00137,UTR5571588531137,exact_match,100,65908.03,,,,True,,65908.03
pay_00138,UTR3988265135138,exact_match,100,70137.97,,,,True,,70137.97
pay_00139,UTR5516939080139,exact_match,100,37941.7,,,,True,,37941.7
pay_00140,UTR5674646294140,exact_match,100,71166.74,,,,True,,71166.74
pay_00141,UTR4461443183141,exact_match,100,60449.27,,,,True,,60449.27
pay_00142,UTR9135342202142,exact_match,100,74107.74,,,,True,,74107.74
pay_00143,UTR4998971194143,exact_match,100,29119.16,,,,True,,29119.16
pay_00144,UTR0959230486144,exact_match,100,65991.14,,,,True,,65991.14
pay_00145,UTR0112340053145,exact_match,100,35558.72,,,,True,,35558.72
pay_00146,UTR5729619373146,exact_match,100,22000.83,,,,True,,22000.83
pay_00147,UTR1640078518147,exact_match,100,70451.67,,,,True,,70451.67
pay_00148,UTR3368555454148,exact_match,100,10913.68,,,,True,,10913.68
pay_00149,UTR6957760497149,exact_match,100,1739.45,,,,True,,1739.45
pay_00150,UTR2045773825150,exact_match,100,58324.07,,,,True,,58324.07
pay_00151,UTR0316479870151,exact_match,100,52688.81,,,,True,,52688.81
pay_00152,UTR5943945568152,exact_match,100,10787.15,,,,True,,10787.15
pay_00153,UTR6612529222153,exact_match,100,51215.57,,,,True,,51215.57
pay_00154,UTR4597255833154,exact_match,100,53021.63,,,,True,,53021.63
pay_00155,UTR2273424259155,exact_match,100,58093.29,,,,True,,58093.29
pay_00156,UTR1720922134156,exact_match,100,52364.76,,,,True,,52364.76
pay_00157,UTR0594984193157,exact_match,100,51248.8,,,,True,,51248.8
pay_00158,UTR0557991819158,exact_match,100,48619.39,,,,True,,48619.39
pay_00159,UTR7178202693159,exact_match,100,74789.3,,,,True,,74789.3
pay_00160,UTR5498411142160,exact_match,100,34349.01,,,,True,,34349.01
pay_00161,UTR3261664434161,partial_settlement,75,,14371.83,,,True,2,14371.83
pay_00162,UTR3222793706162,partial_settlement,75,,73635.55,,,True,2,73635.55
pay_00163,UTR4169876693163,partial_settlement,75,,5128.26,,,True,2,5128.26
pay_00164,UTR1764545622164,partial_settlement,75,,71823.36,,,True,2,71823.36
pay_00165,UTR5539189251165,partial_settlement,75,,65548.56,,,True,2,65548.56
pay_00166,UTR2505845404166,partial_settlement,75,,33417.12,,,True,2,33417.12
pay_00167,UTR2020475089167,partial_settlement,75,,54384.37,,,True,2,54384.37
pay_00168,UTR7796493893168,partial_settlement,75,,21888.26,,,True,2,21888.26
pay_00169,UTR1819319879169,partial_settlement,75,,49803.54,,,True,2,49803.54
pay_00170,UTR5823297184170,partial_settlement,75,,54072.5,,,True,2,54072.5
pay_00171,UTR2054682045171,partial_settlement,75,,66339.87,,,True,2,66339.87
pay_00172,UTR5287356331172,partial_settlement,75,,58316.74,,,True,2,58316.74
pay_00173,UTR2557165036173,partial_settlement,75,,16967.68,,,True,2,16967.68
pay_00174,UTR4137483789174,partial_settlement,75,,39572.5,,,True,2,39572.5
pay_00175,UTR5323043580175,partial_settlement,75,,72600.07,,,True,2,72600.07
pay_00176,UTR8177548390176,partial_settlement,75,,45570.22,,,True,2,45570.22
pay_00177,UTR7796732324177,partial_settlement,75,,72174.78,,,True,2,72174.78
pay_00178,UTR5409489345178,partial_settlement,75,,23477.46,,,True,2,23477.46
pay_00179,UTR5572125259179,partial_settlement,75,,11371.24,,,True,2,11371.24
pay_00180,UTR9641717495180,partial_settlement,75,,57370.37,,,True,2,57370.37
pay_00181,UTR8080016012181,partial_settlement,75,,4875.54,,,True,2,4875.54
pay_00182,UTR6644050529182,partial_settlement,75,,5003.53,,,True,2,5003.53
pay_00183,UTR4919526237183,partial_settlement,75,,61080.21,,,True,2,61080.21
pay_00184,UTR5926868703184,partial_settlement,75,,71967.69,,,True,2,71967.69
pay_00185,UTR7086399892185,partial_settlement,75,,4680.56,,,True,2,4680.56
pay_00186,UTR4009850939186,partial_settlement,75,,52075.43,,,True,2,52075.43
pay_00187,UTR8925586537187,partial_settlement,75,,56542.96,,,True,2,56542.96
pay_00188,UTR5904837937188,partial_settlement,75,,51853.64,,,True,2,51853.64
pay_00189,UTR4394660677189,partial_settlement,75,,20862.86,,,True,2,20862.86
pay_00190,UTR7133094710190,partial_settlement,75,,11989.46,,,True,2,11989.46
pay_00191,UTR4030533230191,partial_settlement,75,,41995.38,,,True,2,41995.38
pay_00192,UTR5131340444192,partial_settlement,75,,67937.96,,,True,2,67937.96
pay_00193,UTR7464103838193,partial_settlement,75,,19251.63,,,True,2,19251.63
pay_00194,UTR9139239926194,partial_settlement,75,,32580.91,,,True,2,32580.91
pay_00195,UTR3273919170195,fee_deduction,85,42378.7,,42378.7,,True,,43403.01
pay_00196,UTR2780876132196,fee_deduction,85,53387.01,,53387.01,,True,,54677.4
pay_00197,UTR7094459657197,fee_deduction,85,11700.86,,11700.86,,True,,11983.67
pay_00198,UTR5607636096198,fee_deduction,85,26641.02,,26641.02,,True,,27284.95
pay_00199,UTR3710275623199,fee_deduction,85,29557.11,,29557.11,,True,,30271.52
pay_00200,UTR5530149191200,fee_deduction,85,34172.26,,34172.26,,True,,34998.21
pay_00201,UTR7530740070201,fee_deduction,85,23175.66,,23175.66,,True,,23735.83
pay_00202,UTR6192115924202,fee_deduction,85,25444.31,,25444.31,,True,,26059.31
pay_00203,UTR6378440227203,fee_deduction,85,13905.56,,13905.56,,True,,14241.66
pay_00204,UTR1813428565204,fee_deduction,85,58391.26,,58391.26,,True,,59802.6
pay_00205,UTR1341689563205,fee_deduction,85,44955.88,,44955.88,,True,,46042.48
pay_00206,UTR1654131666206,fee_deduction,85,17842.42,,17842.42,,True,,18273.67
pay_00207,UTR1218689413207,fee_deduction,85,73222.7,,73222.7,,True,,74992.52
pay_00208,UTR4648400722208,fee_deduction,85,41338.68,,41338.68,,True,,42337.86
pay_00209,UTR7574552595209,fee_deduction,85,39594.81,,39594.81,,True,,40551.84
pay_00210,UTR7591872943210,fee_deduction,85,55538.2,,55538.2,,True,,56880.58
pay_00211,UTR8182768646211,fee_deduction,85,59898.5,,59898.5,,True,,61346.28
pay_00212,UTR8555192595212,fee_deduction,85,57579.54,,57579.54,,True,,58971.27
pay_00213,UTR1740267113213,fee_deduction,85,65967.12,,65967.12,,True,,67561.57
pay_00214,UTR3166307747214,fee_deduction,85,18495.78,,18495.78,,True,,18942.83
pay_00215,UTR4458809668215,fee_deduction,85,51022.19,,51022.19,,True,,52255.42
pay_00216,UTR2422835543216,fee_deduction,85,58367.25,,58367.25,,True,,59778.01
pay_00217,UTR0680914949217,fee_deduction,85,50138.26,,50138.26,,True,,51350.12
pay_00218,UTR3880306606218,fee_deduction,85,66640.12,,66640.12,,True,,68250.84
pay_00219,UTR2670412606219,fee_deduction,85,53297.9,,53297.9,,True,,54586.13
pay_00220,UTR6420813238220,fee_deduction,85,59926.18,,59926.18,,True,,61374.62
pay_00221,UTR9150647614221,fee_deduction,85,64100.71,,64100.71,,True,,65650.05
pay_00222,UTR0175393120222,fee_deduction,85,50430.26,,50430.26,,True,,51649.18
pay_00223,UTR7290882613223,fee_deduction,85,40743.27,,40743.27,,True,,41728.05
pay_00224,UTR8941455999224,fee_deduction,85,47491.76,,47491.76,,True,,48639.65
pay_00225,UTR4514905029225,fee_deduction,85,10088.87,,10088.87,,True,,10332.72
pay_00226,UTR5654705623226,fee_deduction,85,69496.89,,69496.89,,True,,71176.66
pay_00227,UTR9135766349227,fee_deduction,85,37681.43,,37681.43,,True,,38592.2
pay_00228,UTR0446377177228,fee_deduction,85,17847.12,,17847.12,,True,,18278.49
pay_00229,UTR1172870820229,date_lag,80,12705.53,,,2,True,,12705.53
pay_00230,UTR4508117861230,date_lag,80,53568.08,,,1,True,,53568.08
pay_00231,UTR8003919087231,date_lag,80,55688.11,,,1,True,,55688.11
pay_00232,UTR2938516025232,date_lag,80,49349.9,,,2,True,,49349.9
pay_00233,UTR8873043277233,date_lag,80,3921.68,,,1,True,,3921.68
pay_00234,UTR9775719056234,date_lag,80,18572.51,,,2,True,,18572.51
pay_00235,UTR0687152409235,date_lag,80,52162.83,,,2,True,,52162.83
pay_00236,UTR9857390018236,date_lag,80,53518.11,,,1,True,,53518.11
pay_00237,UTR4922387732237,date_lag,80,6074.87,,,1,True,,6074.87
pay_00238,UTR7511445923238,date_lag,80,6064.21,,,1,True,,6064.21
pay_00239,UTR1686083023239,date_lag,80,20243.09,,,1,True,,20243.09
pay_00240,UTR2904472481240,date_lag,80,38752.75,,,2,True,,38752.75
pay_00241,UTR1836652800241,date_lag,80,1390.79,,,1,True,,1390.79
pay_00242,UTR0881909474242,date_lag,80,67735.96,,,1,True,,67735.96
pay_00243,UTR3924166648243,date_lag,80,29013.34,,,1,True,,29013.34
pay_00244,UTR3467295037244,date_lag,80,36187.8,,,2,True,,36187.8
pay_00245,UTR3532050828245,date_lag,80,36236.49,,,2,True,,36236.49
pay_00246,UTR9162890928246,date_lag,80,35640.49,,,1,True,,35640.49
pay_00247,UTR1586907955247,date_lag,80,59905.61,,,1,True,,59905.61
pay_00248,UTR5100604368248,date_lag,80,14523.41,,,2,True,,14523.41
pay_00249,UTR0171153076249,date_lag,80,25886.55,,,2,True,,25886.55
pay_00250,UTR3974643758250,date_lag,80,44158.24,,,2,True,,44158.24
pay_00251,UTR6837210758251,date_lag,80,46221.32,,,1,True,,46221.32
pay_00252,UTR1386614303252,date_lag,80,57926.86,,,1,True,,57926.86
pay_00253,UTR8673026377253,date_lag,80,24304.14,,,1,True,,24304.14
pay_00254,UTR9843514866254,date_lag,80,4086.99,,,2,True,,4086.99
pay_00302,UTR6105712292302,exact_match,90,8727.1,,,,False,,8727.1
pay_00303,UTR8883641880303,exact_match,90,35088.66,,,,False,,35088.66
pay_00304,UTR1346808149304,exact_match,90,10810.39,,,,False,,10810.39
pay_00305,UTR6448117981305,exact_match,90,20751.57,,,,False,,20751.57
pay_00306,UTR8613306891306,exact_match,90,68386.39,,,,False,,68386.39
pay_00307,UTR8406085772307,exact_match,90,69069.65,,,,False,,69069.65
pay_00308,UTR5664746618308,exact_match,90,71704.23,,,,False,,71704.23
pay_00309,UTR0618880429309,exact_match,90,66958.61,,,,False,,66958.61
pay_00310,UTR5380450439310,exact_match,90,4251.13,,,,False,,4251.13
pay_00311,UTR1450066352311,exact_match,90,56020.3,,,,False,,56020.3
pay_00312,UTR3024564671312,exact_match,90,50524.84,,,,False,,50524.84
pay_00313,UTR0367531848313,exact_match,90,57069.34,,,,False,,57069.34
pay_00314,UTR1619347714314,exact_match,90,55817.06,,,,False,,55817.06
